year,month,ISO3,InterestRate,CPI,name,text_InterestRate,text_CPI
2022,1,SAU,1.0,1.173077,Saudi Arabia,Saudi Arabia<br> 1.00%,Saudi Arabia<br> 1.17%
2022,2,SAU,1.0,1.617406,Saudi Arabia,Saudi Arabia<br> 1.00%,Saudi Arabia<br> 1.62%
2022,3,SAU,1.25,2.043965,Saudi Arabia,Saudi Arabia<br> 1.25%,Saudi Arabia<br> 2.04%
1999,1,SWE,3.4,-0.221583,Sweden,Sweden<br> 3.40%,Sweden<br>-0.22%
1999,2,SWE,3.15,-0.097314,Sweden,Sweden<br> 3.15%,Sweden<br>-0.10%
1999,3,SWE,2.9,0.12826,Sweden,Sweden<br> 2.90%,Sweden<br> 0.13%
1999,4,SWE,2.9,0.058131,Sweden,Sweden<br> 2.90%,Sweden<br> 0.06%
1999,5,SWE,2.9,0.077375,Sweden,Sweden<br> 2.90%,Sweden<br> 0.08%
1999,6,SWE,2.9,0.43421,Sweden,Sweden<br> 2.90%,Sweden<br> 0.43%
1999,7,SWE,2.9,0.217586,Sweden,Sweden<br> 2.90%,Sweden<br> 0.22%
1999,8,SWE,2.9,0.734232,Sweden,Sweden<br> 2.90%,Sweden<br> 0.73%
1999,9,SWE,2.9,1.042477,Sweden,Sweden<br> 2.90%,Sweden<br> 1.04%
1999,10,SWE,2.9,0.943213,Sweden,Sweden<br> 2.90%,Sweden<br> 0.94%
1999,11,SWE,3.25,0.922251,Sweden,Sweden<br> 3.25%,Sweden<br> 0.92%
1999,12,SWE,3.25,1.313482,Sweden,Sweden<br> 3.25%,Sweden<br> 1.31%
2000,1,SWE,3.25,0.448046,Sweden,Sweden<br> 3.25%,Sweden<br> 0.45%
2000,2,SWE,3.75,0.931229,Sweden,Sweden<br> 3.75%,Sweden<br> 0.93%
2000,3,SWE,3.75,1.032529,Sweden,Sweden<br> 3.75%,Sweden<br> 1.03%
2000,4,SWE,3.75,0.7204,Sweden,Sweden<br> 3.75%,Sweden<br> 0.72%
2000,5,SWE,3.75,1.008969,Sweden,Sweden<br> 3.75%,Sweden<br> 1.01%
2000,6,SWE,3.75,0.841504,Sweden,Sweden<br> 3.75%,Sweden<br> 0.84%
2000,7,SWE,3.75,0.802543,Sweden,Sweden<br> 3.75%,Sweden<br> 0.80%
2000,8,SWE,3.75,0.87233,Sweden,Sweden<br> 3.75%,Sweden<br> 0.87%
2000,9,SWE,3.75,0.870034,Sweden,Sweden<br> 3.75%,Sweden<br> 0.87%
2000,10,SWE,3.75,0.972852,Sweden,Sweden<br> 3.75%,Sweden<br> 0.97%
2000,11,SWE,3.75,1.307114,Sweden,Sweden<br> 3.75%,Sweden<br> 1.31%
2000,12,SWE,4.0,0.977149,Sweden,Sweden<br> 4.00%,Sweden<br> 0.98%
2001,1,SWE,4.0,1.504926,Sweden,Sweden<br> 4.00%,Sweden<br> 1.50%
2001,2,SWE,4.0,1.393607,Sweden,Sweden<br> 4.00%,Sweden<br> 1.39%
2001,3,SWE,4.0,1.655909,Sweden,Sweden<br> 4.00%,Sweden<br> 1.66%
2001,4,SWE,4.0,2.630263,Sweden,Sweden<br> 4.00%,Sweden<br> 2.63%
2001,5,SWE,4.0,2.835929,Sweden,Sweden<br> 4.00%,Sweden<br> 2.84%
2001,6,SWE,4.0,2.706324,Sweden,Sweden<br> 4.00%,Sweden<br> 2.71%
2001,7,SWE,4.25,2.669231,Sweden,Sweden<br> 4.25%,Sweden<br> 2.67%
2001,8,SWE,4.25,2.851872,Sweden,Sweden<br> 4.25%,Sweden<br> 2.85%
2001,9,SWE,3.75,2.988322,Sweden,Sweden<br> 3.75%,Sweden<br> 2.99%
2001,10,SWE,3.75,2.486766,Sweden,Sweden<br> 3.75%,Sweden<br> 2.49%
2001,11,SWE,3.75,2.466317,Sweden,Sweden<br> 3.75%,Sweden<br> 2.47%
2001,12,SWE,3.75,2.65925,Sweden,Sweden<br> 3.75%,Sweden<br> 2.66%
2002,1,SWE,3.75,2.71303,Sweden,Sweden<br> 3.75%,Sweden<br> 2.71%
2002,2,SWE,3.75,2.588997,Sweden,Sweden<br> 3.75%,Sweden<br> 2.59%
2002,3,SWE,4.0,2.709853,Sweden,Sweden<br> 4.00%,Sweden<br> 2.71%
2002,4,SWE,4.0,2.266852,Sweden,Sweden<br> 4.00%,Sweden<br> 2.27%
2002,5,SWE,4.25,1.838482,Sweden,Sweden<br> 4.25%,Sweden<br> 1.84%
2002,6,SWE,4.25,1.837427,Sweden,Sweden<br> 4.25%,Sweden<br> 1.84%
2002,7,SWE,4.25,1.996703,Sweden,Sweden<br> 4.25%,Sweden<br> 2.00%
2002,8,SWE,4.25,1.804933,Sweden,Sweden<br> 4.25%,Sweden<br> 1.80%
2002,9,SWE,4.25,1.72318,Sweden,Sweden<br> 4.25%,Sweden<br> 1.72%
2002,10,SWE,4.25,2.329816,Sweden,Sweden<br> 4.25%,Sweden<br> 2.33%
2002,11,SWE,4.0,2.042939,Sweden,Sweden<br> 4.00%,Sweden<br> 2.04%
2002,12,SWE,3.75,2.081942,Sweden,Sweden<br> 3.75%,Sweden<br> 2.08%
2003,1,SWE,3.75,2.66369,Sweden,Sweden<br> 3.75%,Sweden<br> 2.66%
2003,2,SWE,3.75,3.321581,Sweden,Sweden<br> 3.75%,Sweden<br> 3.32%
2003,3,SWE,3.5,2.969532,Sweden,Sweden<br> 3.50%,Sweden<br> 2.97%
2003,4,SWE,3.5,2.161647,Sweden,Sweden<br> 3.50%,Sweden<br> 2.16%
2003,5,SWE,3.5,1.779711,Sweden,Sweden<br> 3.50%,Sweden<br> 1.78%
2003,6,SWE,3.0,1.646904,Sweden,Sweden<br> 3.00%,Sweden<br> 1.65%
2003,7,SWE,2.75,1.656444,Sweden,Sweden<br> 2.75%,Sweden<br> 1.66%
2003,8,SWE,2.75,1.567375,Sweden,Sweden<br> 2.75%,Sweden<br> 1.57%
2003,9,SWE,2.75,1.533698,Sweden,Sweden<br> 2.75%,Sweden<br> 1.53%
2003,10,SWE,2.75,1.274556,Sweden,Sweden<br> 2.75%,Sweden<br> 1.27%
2003,11,SWE,2.75,1.310425,Sweden,Sweden<br> 2.75%,Sweden<br> 1.31%
2003,12,SWE,2.75,1.272403,Sweden,Sweden<br> 2.75%,Sweden<br> 1.27%
2004,1,SWE,2.75,0.724743,Sweden,Sweden<br> 2.75%,Sweden<br> 0.72%
2004,2,SWE,2.5,-0.398707,Sweden,Sweden<br> 2.50%,Sweden<br>-0.40%
2004,3,SWE,2.5,-0.160812,Sweden,Sweden<br> 2.50%,Sweden<br>-0.16%
2004,4,SWE,2.0,0.215177,Sweden,Sweden<br> 2.00%,Sweden<br> 0.22%
2004,5,SWE,2.0,0.581667,Sweden,Sweden<br> 2.00%,Sweden<br> 0.58%
2004,6,SWE,2.0,0.421257,Sweden,Sweden<br> 2.00%,Sweden<br> 0.42%
2004,7,SWE,2.0,0.617819,Sweden,Sweden<br> 2.00%,Sweden<br> 0.62%
2004,8,SWE,2.0,0.527647,Sweden,Sweden<br> 2.00%,Sweden<br> 0.53%
2004,9,SWE,2.0,0.531018,Sweden,Sweden<br> 2.00%,Sweden<br> 0.53%
2004,10,SWE,2.0,0.760129,Sweden,Sweden<br> 2.00%,Sweden<br> 0.76%
2004,11,SWE,2.0,0.391636,Sweden,Sweden<br> 2.00%,Sweden<br> 0.39%
2004,12,SWE,2.0,0.280001,Sweden,Sweden<br> 2.00%,Sweden<br> 0.28%
2005,1,SWE,2.0,-0.025183,Sweden,Sweden<br> 2.00%,Sweden<br>-0.03%
2005,2,SWE,2.0,0.68881,Sweden,Sweden<br> 2.00%,Sweden<br> 0.69%
2005,3,SWE,2.0,0.132436,Sweden,Sweden<br> 2.00%,Sweden<br> 0.13%
2005,4,SWE,2.0,0.257658,Sweden,Sweden<br> 2.00%,Sweden<br> 0.26%
2005,5,SWE,2.0,0.078535,Sweden,Sweden<br> 2.00%,Sweden<br> 0.08%
2005,6,SWE,1.5,0.552149,Sweden,Sweden<br> 1.50%,Sweden<br> 0.55%
2005,7,SWE,1.5,0.330353,Sweden,Sweden<br> 1.50%,Sweden<br> 0.33%
2005,8,SWE,1.5,0.643515,Sweden,Sweden<br> 1.50%,Sweden<br> 0.64%
2005,9,SWE,1.5,0.599593,Sweden,Sweden<br> 1.50%,Sweden<br> 0.60%
2005,10,SWE,1.5,0.480393,Sweden,Sweden<br> 1.50%,Sweden<br> 0.48%
2005,11,SWE,1.5,0.816005,Sweden,Sweden<br> 1.50%,Sweden<br> 0.82%
2005,12,SWE,1.5,0.884195,Sweden,Sweden<br> 1.50%,Sweden<br> 0.88%
2006,1,SWE,1.75,0.611753,Sweden,Sweden<br> 1.75%,Sweden<br> 0.61%
2006,2,SWE,1.75,0.608883,Sweden,Sweden<br> 1.75%,Sweden<br> 0.61%
2006,3,SWE,2.0,1.122431,Sweden,Sweden<br> 2.00%,Sweden<br> 1.12%
2006,4,SWE,2.0,1.484866,Sweden,Sweden<br> 2.00%,Sweden<br> 1.48%
2006,5,SWE,2.0,1.573034,Sweden,Sweden<br> 2.00%,Sweden<br> 1.57%
2006,6,SWE,2.25,1.50829,Sweden,Sweden<br> 2.25%,Sweden<br> 1.51%
2006,7,SWE,2.25,1.710748,Sweden,Sweden<br> 2.25%,Sweden<br> 1.71%
2006,8,SWE,2.25,1.582425,Sweden,Sweden<br> 2.25%,Sweden<br> 1.58%
2006,9,SWE,2.5,1.479405,Sweden,Sweden<br> 2.50%,Sweden<br> 1.48%
2006,10,SWE,2.5,1.310338,Sweden,Sweden<br> 2.50%,Sweden<br> 1.31%
2006,11,SWE,2.75,1.682701,Sweden,Sweden<br> 2.75%,Sweden<br> 1.68%
2006,12,SWE,3.0,1.635796,Sweden,Sweden<br> 3.00%,Sweden<br> 1.64%
2007,1,SWE,3.0,1.938553,Sweden,Sweden<br> 3.00%,Sweden<br> 1.94%
2007,2,SWE,3.25,1.975792,Sweden,Sweden<br> 3.25%,Sweden<br> 1.98%
2007,3,SWE,3.25,1.923009,Sweden,Sweden<br> 3.25%,Sweden<br> 1.92%
2007,4,SWE,3.25,1.923889,Sweden,Sweden<br> 3.25%,Sweden<br> 1.92%
2007,5,SWE,3.25,1.657536,Sweden,Sweden<br> 3.25%,Sweden<br> 1.66%
2007,6,SWE,3.5,1.851201,Sweden,Sweden<br> 3.50%,Sweden<br> 1.85%
2007,7,SWE,3.5,1.86495,Sweden,Sweden<br> 3.50%,Sweden<br> 1.86%
2007,8,SWE,3.5,1.76876,Sweden,Sweden<br> 3.50%,Sweden<br> 1.77%
2007,9,SWE,3.75,2.188505,Sweden,Sweden<br> 3.75%,Sweden<br> 2.19%
2007,10,SWE,4.0,2.719614,Sweden,Sweden<br> 4.00%,Sweden<br> 2.72%
2007,11,SWE,4.0,3.253849,Sweden,Sweden<br> 4.00%,Sweden<br> 3.25%
2007,12,SWE,4.0,3.452851,Sweden,Sweden<br> 4.00%,Sweden<br> 3.45%
2008,1,SWE,4.0,3.196379,Sweden,Sweden<br> 4.00%,Sweden<br> 3.20%
2008,2,SWE,4.25,3.103508,Sweden,Sweden<br> 4.25%,Sweden<br> 3.10%
2008,3,SWE,4.25,3.409288,Sweden,Sweden<br> 4.25%,Sweden<br> 3.41%
2008,4,SWE,4.25,3.34035,Sweden,Sweden<br> 4.25%,Sweden<br> 3.34%
2008,5,SWE,4.25,3.858643,Sweden,Sweden<br> 4.25%,Sweden<br> 3.86%
2008,6,SWE,4.25,4.18348,Sweden,Sweden<br> 4.25%,Sweden<br> 4.18%
2008,7,SWE,4.5,4.134858,Sweden,Sweden<br> 4.50%,Sweden<br> 4.13%
2008,8,SWE,4.5,4.343319,Sweden,Sweden<br> 4.50%,Sweden<br> 4.34%
2008,9,SWE,4.75,4.37222,Sweden,Sweden<br> 4.75%,Sweden<br> 4.37%
2008,10,SWE,3.75,3.985026,Sweden,Sweden<br> 3.75%,Sweden<br> 3.99%
2008,11,SWE,3.75,2.471682,Sweden,Sweden<br> 3.75%,Sweden<br> 2.47%
2008,12,SWE,2.0,0.901053,Sweden,Sweden<br> 2.00%,Sweden<br> 0.90%
2009,1,SWE,2.0,1.27839,Sweden,Sweden<br> 2.00%,Sweden<br> 1.28%
2009,2,SWE,1.0,0.883727,Sweden,Sweden<br> 1.00%,Sweden<br> 0.88%
2009,3,SWE,1.0,0.21465,Sweden,Sweden<br> 1.00%,Sweden<br> 0.21%
2009,4,SWE,0.5,-0.070124,Sweden,Sweden<br> 0.50%,Sweden<br>-0.07%
2009,5,SWE,0.5,-0.718443,Sweden,Sweden<br> 0.50%,Sweden<br>-0.72%
2009,6,SWE,0.5,-0.950079,Sweden,Sweden<br> 0.50%,Sweden<br>-0.95%
2009,7,SWE,0.25,-1.20414,Sweden,Sweden<br> 0.25%,Sweden<br>-1.20%
2009,8,SWE,0.25,-1.168952,Sweden,Sweden<br> 0.25%,Sweden<br>-1.17%
2009,9,SWE,0.25,-1.87164,Sweden,Sweden<br> 0.25%,Sweden<br>-1.87%
2009,10,SWE,0.25,-1.780338,Sweden,Sweden<br> 0.25%,Sweden<br>-1.78%
2009,11,SWE,0.25,-0.993203,Sweden,Sweden<br> 0.25%,Sweden<br>-0.99%
2009,12,SWE,0.25,0.57527,Sweden,Sweden<br> 0.25%,Sweden<br> 0.58%
2010,1,SWE,0.25,0.312206,Sweden,Sweden<br> 0.25%,Sweden<br> 0.31%
2010,2,SWE,0.25,0.892767,Sweden,Sweden<br> 0.25%,Sweden<br> 0.89%
2010,3,SWE,0.25,0.84672,Sweden,Sweden<br> 0.25%,Sweden<br> 0.85%
2010,4,SWE,0.25,0.705073,Sweden,Sweden<br> 0.25%,Sweden<br> 0.71%
2010,5,SWE,0.25,1.152467,Sweden,Sweden<br> 0.25%,Sweden<br> 1.15%
2010,6,SWE,0.25,0.925771,Sweden,Sweden<br> 0.25%,Sweden<br> 0.93%
2010,7,SWE,0.5,1.081154,Sweden,Sweden<br> 0.50%,Sweden<br> 1.08%
2010,8,SWE,0.5,0.877869,Sweden,Sweden<br> 0.50%,Sweden<br> 0.88%
2010,9,SWE,0.75,1.416308,Sweden,Sweden<br> 0.75%,Sweden<br> 1.42%
2010,10,SWE,1.0,1.486072,Sweden,Sweden<br> 1.00%,Sweden<br> 1.49%
2010,11,SWE,1.0,1.846359,Sweden,Sweden<br> 1.00%,Sweden<br> 1.85%
2010,12,SWE,1.25,2.337801,Sweden,Sweden<br> 1.25%,Sweden<br> 2.34%
2011,1,SWE,1.25,2.45641,Sweden,Sweden<br> 1.25%,Sweden<br> 2.46%
2011,2,SWE,1.5,2.464988,Sweden,Sweden<br> 1.50%,Sweden<br> 2.46%
2011,3,SWE,1.5,2.913749,Sweden,Sweden<br> 1.50%,Sweden<br> 2.91%
2011,4,SWE,1.75,3.341408,Sweden,Sweden<br> 1.75%,Sweden<br> 3.34%
2011,5,SWE,1.75,3.341834,Sweden,Sweden<br> 1.75%,Sweden<br> 3.34%
2011,6,SWE,1.75,3.079674,Sweden,Sweden<br> 1.75%,Sweden<br> 3.08%
2011,7,SWE,2.0,3.348281,Sweden,Sweden<br> 2.00%,Sweden<br> 3.35%
2011,8,SWE,2.0,3.37463,Sweden,Sweden<br> 2.00%,Sweden<br> 3.37%
2011,9,SWE,2.0,3.227825,Sweden,Sweden<br> 2.00%,Sweden<br> 3.23%
2011,10,SWE,2.0,2.902357,Sweden,Sweden<br> 2.00%,Sweden<br> 2.90%
2011,11,SWE,2.0,2.804411,Sweden,Sweden<br> 2.00%,Sweden<br> 2.80%
2011,12,SWE,1.75,2.287645,Sweden,Sweden<br> 1.75%,Sweden<br> 2.29%
2012,1,SWE,1.75,1.861832,Sweden,Sweden<br> 1.75%,Sweden<br> 1.86%
2012,2,SWE,1.5,1.91546,Sweden,Sweden<br> 1.50%,Sweden<br> 1.92%
2012,3,SWE,1.5,1.512367,Sweden,Sweden<br> 1.50%,Sweden<br> 1.51%
2012,4,SWE,1.5,1.300411,Sweden,Sweden<br> 1.50%,Sweden<br> 1.30%
2012,5,SWE,1.5,1.02878,Sweden,Sweden<br> 1.50%,Sweden<br> 1.03%
2012,6,SWE,1.5,1.018376,Sweden,Sweden<br> 1.50%,Sweden<br> 1.02%
2012,7,SWE,1.5,0.674959,Sweden,Sweden<br> 1.50%,Sweden<br> 0.67%
2012,8,SWE,1.5,0.745429,Sweden,Sweden<br> 1.50%,Sweden<br> 0.75%
2012,9,SWE,1.25,0.446699,Sweden,Sweden<br> 1.25%,Sweden<br> 0.45%
2012,10,SWE,1.25,0.373301,Sweden,Sweden<br> 1.25%,Sweden<br> 0.37%
2012,11,SWE,1.25,-0.108225,Sweden,Sweden<br> 1.25%,Sweden<br>-0.11%
2012,12,SWE,1.0,-0.054006,Sweden,Sweden<br> 1.00%,Sweden<br>-0.05%
2013,1,SWE,1.0,0.0481,Sweden,Sweden<br> 1.00%,Sweden<br> 0.05%
2013,2,SWE,1.0,-0.168833,Sweden,Sweden<br> 1.00%,Sweden<br>-0.17%
2013,3,SWE,1.0,-0.047649,Sweden,Sweden<br> 1.00%,Sweden<br>-0.05%
2013,4,SWE,1.0,-0.462772,Sweden,Sweden<br> 1.00%,Sweden<br>-0.46%
2013,5,SWE,1.0,-0.218888,Sweden,Sweden<br> 1.00%,Sweden<br>-0.22%
2013,6,SWE,1.0,-0.146287,Sweden,Sweden<br> 1.00%,Sweden<br>-0.15%
2013,7,SWE,1.0,0.102161,Sweden,Sweden<br> 1.00%,Sweden<br> 0.10%
2013,8,SWE,1.0,0.092489,Sweden,Sweden<br> 1.00%,Sweden<br> 0.09%
2013,9,SWE,1.0,0.076236,Sweden,Sweden<br> 1.00%,Sweden<br> 0.08%
2013,10,SWE,1.0,-0.060396,Sweden,Sweden<br> 1.00%,Sweden<br>-0.06%
2013,11,SWE,1.0,0.121089,Sweden,Sweden<br> 1.00%,Sweden<br> 0.12%
2013,12,SWE,0.75,0.136677,Sweden,Sweden<br> 0.75%,Sweden<br> 0.14%
2014,1,SWE,0.75,-0.195513,Sweden,Sweden<br> 0.75%,Sweden<br>-0.20%
2014,2,SWE,0.75,-0.220173,Sweden,Sweden<br> 0.75%,Sweden<br>-0.22%
2014,3,SWE,0.75,-0.626092,Sweden,Sweden<br> 0.75%,Sweden<br>-0.63%
2014,4,SWE,0.75,-0.044582,Sweden,Sweden<br> 0.75%,Sweden<br>-0.04%
2014,5,SWE,0.75,-0.155783,Sweden,Sweden<br> 0.75%,Sweden<br>-0.16%
2014,6,SWE,0.75,0.226122,Sweden,Sweden<br> 0.75%,Sweden<br> 0.23%
2014,7,SWE,0.25,0.038271,Sweden,Sweden<br> 0.25%,Sweden<br> 0.04%
2014,8,SWE,0.25,-0.156131,Sweden,Sweden<br> 0.25%,Sweden<br>-0.16%
2014,9,SWE,0.25,-0.380892,Sweden,Sweden<br> 0.25%,Sweden<br>-0.38%
2014,10,SWE,0.0,-0.120865,Sweden,Sweden<br> 0.00%,Sweden<br>-0.12%
2014,11,SWE,0.0,-0.203692,Sweden,Sweden<br> 0.00%,Sweden<br>-0.20%
2014,12,SWE,0.0,-0.314246,Sweden,Sweden<br> 0.00%,Sweden<br>-0.31%
2015,1,SWE,0.0,-0.20553,Sweden,Sweden<br> 0.00%,Sweden<br>-0.21%
2015,2,SWE,-0.1,0.073553,Sweden,Sweden<br>-0.10%,Sweden<br> 0.07%
2015,3,SWE,-0.25,0.163106,Sweden,Sweden<br>-0.25%,Sweden<br> 0.16%
2015,4,SWE,-0.25,-0.232566,Sweden,Sweden<br>-0.25%,Sweden<br>-0.23%
2015,5,SWE,-0.25,0.0605,Sweden,Sweden<br>-0.25%,Sweden<br> 0.06%
2015,6,SWE,-0.25,-0.435335,Sweden,Sweden<br>-0.25%,Sweden<br>-0.44%
2015,7,SWE,-0.35,-0.076514,Sweden,Sweden<br>-0.35%,Sweden<br>-0.08%
2015,8,SWE,-0.35,-0.172331,Sweden,Sweden<br>-0.35%,Sweden<br>-0.17%
2015,9,SWE,-0.35,0.066911,Sweden,Sweden<br>-0.35%,Sweden<br> 0.07%
2015,10,SWE,-0.35,0.085982,Sweden,Sweden<br>-0.35%,Sweden<br> 0.09%
2015,11,SWE,-0.35,0.060594,Sweden,Sweden<br>-0.35%,Sweden<br> 0.06%
2015,12,SWE,-0.35,0.050947,Sweden,Sweden<br>-0.35%,Sweden<br> 0.05%
2016,1,SWE,-0.35,0.765889,Sweden,Sweden<br>-0.35%,Sweden<br> 0.77%
2016,2,SWE,-0.5,0.386668,Sweden,Sweden<br>-0.50%,Sweden<br> 0.39%
2016,3,SWE,-0.5,0.80143,Sweden,Sweden<br>-0.50%,Sweden<br> 0.80%
2016,4,SWE,-0.5,0.791927,Sweden,Sweden<br>-0.50%,Sweden<br> 0.79%
2016,5,SWE,-0.5,0.626909,Sweden,Sweden<br>-0.50%,Sweden<br> 0.63%
2016,6,SWE,-0.5,1.024479,Sweden,Sweden<br>-0.50%,Sweden<br> 1.02%
2016,7,SWE,-0.5,1.052867,Sweden,Sweden<br>-0.50%,Sweden<br> 1.05%
2016,8,SWE,-0.5,1.141268,Sweden,Sweden<br>-0.50%,Sweden<br> 1.14%
2016,9,SWE,-0.5,0.90747,Sweden,Sweden<br>-0.50%,Sweden<br> 0.91%
2016,10,SWE,-0.5,1.180438,Sweden,Sweden<br>-0.50%,Sweden<br> 1.18%
2016,11,SWE,-0.5,1.386454,Sweden,Sweden<br>-0.50%,Sweden<br> 1.39%
2016,12,SWE,-0.5,1.740874,Sweden,Sweden<br>-0.50%,Sweden<br> 1.74%
2017,1,SWE,-0.5,1.395586,Sweden,Sweden<br>-0.50%,Sweden<br> 1.40%
2017,2,SWE,-0.5,1.779461,Sweden,Sweden<br>-0.50%,Sweden<br> 1.78%
2017,3,SWE,-0.5,1.260691,Sweden,Sweden<br>-0.50%,Sweden<br> 1.26%
2017,4,SWE,-0.5,1.869218,Sweden,Sweden<br>-0.50%,Sweden<br> 1.87%
2017,5,SWE,-0.5,1.748838,Sweden,Sweden<br>-0.50%,Sweden<br> 1.75%
2017,6,SWE,-0.5,1.715423,Sweden,Sweden<br>-0.50%,Sweden<br> 1.72%
2017,7,SWE,-0.5,2.197455,Sweden,Sweden<br>-0.50%,Sweden<br> 2.20%
2017,8,SWE,-0.5,2.149314,Sweden,Sweden<br>-0.50%,Sweden<br> 2.15%
2017,9,SWE,-0.5,2.11732,Sweden,Sweden<br>-0.50%,Sweden<br> 2.12%
2017,10,SWE,-0.5,1.691824,Sweden,Sweden<br>-0.50%,Sweden<br> 1.69%
2017,11,SWE,-0.5,1.867337,Sweden,Sweden<br>-0.50%,Sweden<br> 1.87%
2017,12,SWE,-0.5,1.736111,Sweden,Sweden<br>-0.50%,Sweden<br> 1.74%
2018,1,SWE,-0.5,1.577953,Sweden,Sweden<br>-0.50%,Sweden<br> 1.58%
2018,2,SWE,-0.5,1.607606,Sweden,Sweden<br>-0.50%,Sweden<br> 1.61%
2018,3,SWE,-0.5,1.901902,Sweden,Sweden<br>-0.50%,Sweden<br> 1.90%
2018,4,SWE,-0.5,1.729178,Sweden,Sweden<br>-0.50%,Sweden<br> 1.73%
2018,5,SWE,-0.5,1.902157,Sweden,Sweden<br>-0.50%,Sweden<br> 1.90%
2018,6,SWE,-0.5,2.06541,Sweden,Sweden<br>-0.50%,Sweden<br> 2.07%
2018,7,SWE,-0.5,2.051345,Sweden,Sweden<br>-0.50%,Sweden<br> 2.05%
2018,8,SWE,-0.5,1.995792,Sweden,Sweden<br>-0.50%,Sweden<br> 2.00%
2018,9,SWE,-0.5,2.323713,Sweden,Sweden<br>-0.50%,Sweden<br> 2.32%
2018,10,SWE,-0.5,2.269775,Sweden,Sweden<br>-0.50%,Sweden<br> 2.27%
2018,11,SWE,-0.5,1.962721,Sweden,Sweden<br>-0.50%,Sweden<br> 1.96%
2018,12,SWE,-0.5,2.041632,Sweden,Sweden<br>-0.50%,Sweden<br> 2.04%
2019,1,SWE,-0.25,1.875911,Sweden,Sweden<br>-0.25%,Sweden<br> 1.88%
2019,2,SWE,-0.25,1.893065,Sweden,Sweden<br>-0.25%,Sweden<br> 1.89%
2019,3,SWE,-0.25,1.851056,Sweden,Sweden<br>-0.25%,Sweden<br> 1.85%
2019,4,SWE,-0.25,2.143076,Sweden,Sweden<br>-0.25%,Sweden<br> 2.14%
2019,5,SWE,-0.25,2.162508,Sweden,Sweden<br>-0.25%,Sweden<br> 2.16%
2019,6,SWE,-0.25,1.780172,Sweden,Sweden<br>-0.25%,Sweden<br> 1.78%
2019,7,SWE,-0.25,1.65592,Sweden,Sweden<br>-0.25%,Sweden<br> 1.66%
2019,8,SWE,-0.25,1.444043,Sweden,Sweden<br>-0.25%,Sweden<br> 1.44%
2019,9,SWE,-0.25,1.452558,Sweden,Sweden<br>-0.25%,Sweden<br> 1.45%
2019,10,SWE,-0.25,1.608612,Sweden,Sweden<br>-0.25%,Sweden<br> 1.61%
2019,11,SWE,-0.25,1.803874,Sweden,Sweden<br>-0.25%,Sweden<br> 1.80%
2019,12,SWE,-0.25,1.750686,Sweden,Sweden<br>-0.25%,Sweden<br> 1.75%
2020,1,SWE,0.0,1.296567,Sweden,Sweden<br> 0.00%,Sweden<br> 1.30%
2020,2,SWE,0.0,1.042233,Sweden,Sweden<br> 0.00%,Sweden<br> 1.04%
2020,3,SWE,0.0,0.638958,Sweden,Sweden<br> 0.00%,Sweden<br> 0.64%
2020,4,SWE,0.0,-0.362156,Sweden,Sweden<br> 0.00%,Sweden<br>-0.36%
2020,5,SWE,0.0,-0.011942,Sweden,Sweden<br> 0.00%,Sweden<br>-0.01%
2020,6,SWE,0.0,0.708584,Sweden,Sweden<br> 0.00%,Sweden<br> 0.71%
2020,7,SWE,0.0,0.527099,Sweden,Sweden<br> 0.00%,Sweden<br> 0.53%
2020,8,SWE,0.0,0.801459,Sweden,Sweden<br> 0.00%,Sweden<br> 0.80%
2020,9,SWE,0.0,0.392916,Sweden,Sweden<br> 0.00%,Sweden<br> 0.39%
2020,10,SWE,0.0,0.276753,Sweden,Sweden<br> 0.00%,Sweden<br> 0.28%
2020,11,SWE,0.0,0.190272,Sweden,Sweden<br> 0.00%,Sweden<br> 0.19%
2020,12,SWE,0.0,0.49159,Sweden,Sweden<br> 0.00%,Sweden<br> 0.49%
2021,1,SWE,0.0,1.583438,Sweden,Sweden<br> 0.00%,Sweden<br> 1.58%
2021,2,SWE,0.0,1.357371,Sweden,Sweden<br> 0.00%,Sweden<br> 1.36%
2021,3,SWE,0.0,1.686083,Sweden,Sweden<br> 0.00%,Sweden<br> 1.69%
2021,4,SWE,0.0,2.243917,Sweden,Sweden<br> 0.00%,Sweden<br> 2.24%
2021,5,SWE,0.0,1.830342,Sweden,Sweden<br> 0.00%,Sweden<br> 1.83%
2021,6,SWE,0.0,1.330008,Sweden,Sweden<br> 0.00%,Sweden<br> 1.33%
2021,7,SWE,0.0,1.380454,Sweden,Sweden<br> 0.00%,Sweden<br> 1.38%
2021,8,SWE,0.0,2.052986,Sweden,Sweden<br> 0.00%,Sweden<br> 2.05%
2021,9,SWE,0.0,2.511341,Sweden,Sweden<br> 0.00%,Sweden<br> 2.51%
2021,10,SWE,0.0,2.810339,Sweden,Sweden<br> 0.00%,Sweden<br> 2.81%
2021,11,SWE,0.0,3.272997,Sweden,Sweden<br> 0.00%,Sweden<br> 3.27%
2021,12,SWE,0.0,3.869276,Sweden,Sweden<br> 0.00%,Sweden<br> 3.87%
2022,1,SWE,0.0,3.688367,Sweden,Sweden<br> 0.00%,Sweden<br> 3.69%
2022,2,SWE,0.0,4.291909,Sweden,Sweden<br> 0.00%,Sweden<br> 4.29%
2022,3,SWE,0.0,5.966896,Sweden,Sweden<br> 0.00%,Sweden<br> 5.97%
